Gene Name,Gene Symbol,Entrez Gene ID,Classification
"solute carrier family 9 (sodium/hydrogen exchanger), member 3",SLC9A3,6550,Small Molecule Transport
"solute carrier family 9 (sodium/hydrogen exchanger), member 4",SLC9A4,389015,Small Molecule Transport
"solute carrier family 9 (sodium/hydrogen exchanger), member 5",SLC9A5,6553,Small Molecule Transport
"solute carrier family 9 (sodium/hydrogen exchanger), isoform 6",SLC9A6,10479,Small Molecule Transport
"solute carrier family 9 (sodium/hydrogen exchanger), isoform 7",SLC9A7,84679,Small Molecule Transport
"solute carrier family 9 (sodium/hydrogen exchanger), member 8",SLC9A8,23315,Small Molecule Transport
"solute carrier family 9 (sodium/hydrogen exchanger), isoform 9",SLC9A9,285195,Small Molecule Transport
"solute carrier organic anion transporter family, member 1a2",SLCO1A2,6579,Small Molecule Transport
"solute carrier organic anion transporter family, member 1b1",SLCO1B1,10599,Small Molecule Transport
"solute carrier organic anion transporter family, member 1b3",SLCO1B3,28234,Small Molecule Transport
"solute carrier organic anion transporter family, member 1c1",SLCO1C1,53919,Small Molecule Transport
"solute carrier organic anion transporter family, member 2a1",SLCO2A1,6578,Small Molecule Transport
"solute carrier organic anion transporter family, member 2b1",SLCO2B1,11309,Small Molecule Transport
"solute carrier organic anion transporter family, member 3a1",SLCO3A1,28232,Small Molecule Transport
"solute carrier organic anion transporter family, member 4a1",SLCO4A1,28231,Small Molecule Transport
"solute carrier organic anion transporter family, member 4C1",SLCO4C1,353189,Small Molecule Transport
"solute carrier organic anion transporter family, member 5A1",SLCO5A1,81796,Small Molecule Transport
"solute carrier organic anion transporter family, member 6A1",SLCO6A1,133482,Small Molecule Transport
Major intrinsic protein of lens fiber,MIP,4284,Small Molecule Transport
"Niemann-Pick disease, type C1",NPC1,4864,Small Molecule Transport
"NPC1 (Niemann-Pick disease, type C1, gene)-like 1",NPC1L1,29881,Small Molecule Transport
"Niemann-Pick disease, type C2",NPC2,10577,Small Molecule Transport
Phosphatidylcholine transfer protein,PCTP,58488,Small Molecule Transport
Rh-associated glycoprotein,RHAG,6005,Small Molecule Transport
"Rh family, B glycoprotein",RHBG,57127,Small Molecule Transport
"Rh family, C glycoprotein",RHCG,51458,Small Molecule Transport
Sideroflexin 1,SFXN1,94081,Small Molecule Transport
Sideroflexin 2,SFXN2,118980,Small Molecule Transport
Sideroflexin 3,SFXN3,81855,Small Molecule Transport
Sideroflexin 4,SFXN4,119559,Small Molecule Transport
Sideroflexin 5,SFXN5,94097,Small Molecule Transport
Spinster homolog 1 (Drosophila),SPNS1,83985,Small Molecule Transport
steroidogenic acute regulatory protein,STAR,6770,Small Molecule Transport
StAR-related lipid transfer (START) domain containing 10,STARD10,10809,Small Molecule Transport
StAR-related lipid transfer (START) domain containing 13,STARD13,90627,Small Molecule Transport
StAR-related lipid transfer (START) domain containing 3,STARD3,10948,Small Molecule Transport
STARD3 N-terminal like,STARD3NL,83930,Small Molecule Transport
StAR-related lipid transfer (START) domain containing 4,STARD4,134429,Small Molecule Transport
StAR-related lipid transfer (START) domain containing 5,STARD5,80765,Small Molecule Transport
StAR-related lipid transfer (START) domain containing 6,STARD6,147323,Small Molecule Transport
StAR-related lipid transfer (START) domain containing 7,STARD7,56910,Small Molecule Transport
StAR-related lipid transfer (START) domain containing 8,STARD8,9754,Small Molecule Transport
StAR-related lipid transfer (START) domain containing 9,STARD9,57519,Small Molecule Transport
Synaptic vesicle glycoprotein 2A,SV2A,9900,Small Molecule Transport
Synaptic vesicle glycoprotein 2B,SV2B,9899,Small Molecule Transport
Synaptic vesicle glycoprotein 2C,SV2C,22987,Small Molecule Transport
SV2 related protein homolog (rat),SVOP,55530,Small Molecule Transport
ceramide kinase,CERK,64781,Sphingolipid
ceramide kinase-like,CERKL,375298,Sphingolipid
"degenerative spermatocyte homolog 1, lipid desaturase (Drosophila)",DEGS1,8560,Sphingolipid
"degenerative spermatocyte homolog 2, lipid desaturase (Drosophila)",DEGS2,123099,Sphingolipid
galactosylceramidase,GALC,2581,Sphingolipid
"LAG1 homolog, ceramide synthase 1",LASS1,10715,Sphingolipid
"LAG1 homolog, ceramide synthase 2",LASS2,29956,Sphingolipid
"LAG1 homolog, ceramide synthase 3",LASS3,204219,Sphingolipid
"LAG1 homolog, ceramide synthase 4",LASS4,79603,Sphingolipid
"LAG1 homolog, ceramide synthase 5",LASS5,91012,Sphingolipid
"LAG1 homolog, ceramide synthase 6",LASS6,253782,Sphingolipid
sphingomyelin synthase 1,SGMS1,259230,Sphingolipid
sphingomyelin synthase 2,SGMS2,166929,Sphingolipid
sphingosine-1-phosphate lyase 1,SGPL1,8879,Sphingolipid
sphingosine-1-phosphate phosphatase 1,SGPP1,81537,Sphingolipid
sphingosine-1-phosphate phosphotase 2,SGPP2,130367,Sphingolipid
"sphingomyelin phosphodiesterase 1, acid lysosomal (acid sphingomyelinase)",SMPD1,6609,Sphingolipid
"sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)",SMPD2,6610,Sphingolipid
"sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)",SMPD3,55512,Sphingolipid
"sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3)",SMPD4,55627,Sphingolipid
"Sphingomyelin phosphodiesterase, acid-like 3A",SMPDL3A,10924,Sphingolipid
"sphingomyelin phosphodiesterase, acid-like 3B",SMPDL3B,27293,Sphingolipid
sphingosine kinase 1,SPHK1,8877,Sphingolipid
sphingosine kinase 2,SPHK2,56848,Sphingolipid
"serine palmitoyltransferase, long chain base subunit 1",SPTLC1,10558,Sphingolipid
"serine palmitoyltransferase, long chain base subunit 2",SPTLC2,9517,Sphingolipid
"serine palmitoyltransferase, long chain base subunit 3",SPTLC3,55304,Sphingolipid
UDP-glucose ceramide glucosyltransferase,UGCG,7357,Sphingolipid
UDP-glucose ceramide glucosyltransferase-like 1,UGCGL1,56886,Sphingolipid
UDP-glucose ceramide glucosyltransferase-like 2,UGCGL2,55757,Sphingolipid
UDP glycosyltransferase 8 (UDP-galactose ceramide galactosyltransferase),UGT8,7368,Sphingolipid
alkaline ceramidase 1,ACER1,125981,Sphingosine
alkaline ceramidase 2,ACER2,340485,Sphingosine
"phytoceramidase, alkaline",ACER3,55331,Sphingosine
N-acylsphingosine amidohydrolase (acid ceramidase) 1,ASAH1,427,Sphingosine
N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2,ASAH2,56624,Sphingosine
N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2B,ASAH2B,653308,Sphingosine
N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2C,ASAH2C,653365,Sphingosine
N-acylsphingosine amidohydrolase (acid ceramidase)-like,ASAHL,27163,Sphingosine
3-ketodihydrosphingosine reductase,KDSR,2531,Sphingosine
"aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",AKR1C4,1109,Steroid
"aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)",AKR1D1,6718,Steroid
cholesterol 25-hydroxylase,CH25H,9023,Steroid
"cytochrome P450, family 11, subfamily A, polypeptide 1",CYP11A1,1583,Steroid
"cytochrome P450, family 11, subfamily B, polypeptide 1",CYP11B1,1584,Steroid
"cytochrome P450, family 11, subfamily B, polypeptide 2",CYP11B2,1585,Steroid
"cytochrome P450, family 17, subfamily A, polypeptide 1",CYP17A1,1586,Steroid
"cytochrome P450, family 19, subfamily A, polypeptide 1",CYP19A1,1588,Steroid
"cytochrome P450, family 1, subfamily A, polypeptide 1",CYP1A1,1543,Steroid
"cytochrome P450, family 1, subfamily A, polypeptide 2",CYP1A2,1544,Steroid
"cytochrome P450, family 1, subfamily B, polypeptide 1",CYP1B1,1545,Steroid
"cytochrome P450, family 21, subfamily A, polypeptide 2",CYP21A2,1589,Steroid
"cytochrome P450, family 27, subfamily C, polypeptide 1",CYP27C1,339761,Steroid
"cytochrome P450, family 2, subfamily A, polypeptide 13",CYP2A13,1553,Steroid
"cytochrome P450, family 2, subfamily A, polypeptide 6",CYP2A6,1548,Steroid
"cytochrome P450, family 2, subfamily A, polypeptide 7",CYP2A7,1549,Steroid
"cytochrome P450, family 2, subfamily B, polypeptide 6",CYP2B6,1555,Steroid
"cytochrome P450, family 2, subfamily C, polypeptide 18",CYP2C18,1562,Steroid
"cytochrome P450, family 2, subfamily C, polypeptide 19",CYP2C19,1557,Steroid
"cytochrome P450, family 2, subfamily C, polypeptide 8",CYP2C8,1558,Steroid
"Cytochrome P450, family 2, subfamily C, polypeptide 9",CYP2C9,1559,Steroid
"Cytochrome P450, family 2, subfamily D, polypeptide 6",CYP2D6,1565,Steroid
"cytochrome P450, family 2, subfamily E, polypeptide 1",CYP2E1,1571,Steroid
"cytochrome P450, family 2, subfamily F, polypeptide 1",CYP2F1,1572,Steroid
"cytochrome P450, family 2, subfamily J, polypeptide 2",CYP2J2,1573,Steroid
"cytochrome P450, family 2, subfamily R, polypeptide 1",CYP2R1,120227,Steroid
"cytochrome P450, family 2, subfamily S, polypeptide 1",CYP2S1,29785,Steroid
"cytochrome P450, family 2, subfamily U, polypeptide 1",CYP2U1,113612,Steroid
"cytochrome P450, family 2, subfamily W, polypeptide 1",CYP2W1,54905,Steroid
"cytochrome P450, family 39, subfamily A, polypeptide 1",CYP39A1,51302,Steroid
"Cytochrome P450, family 3, subfamily A, polypeptide 4",CYP3A4,1576,Steroid
"cytochrome P450, family 3, subfamily A, polypeptide 43",CYP3A43,64816,Steroid
"cytochrome P450, family 3, subfamily A, polypeptide 5",CYP3A5,1577,Steroid
"cytochrome P450, family 3, subfamily A, polypeptide 7",CYP3A7,1551,Steroid
"cytochrome P450, family 46, subfamily A, polypeptide 1",CYP46A1,10858,Steroid
geranylgeranyl diphosphate synthase 1,GGPS1,9453,Steroid
hydroxysteroid (11-beta) dehydrogenase 1,HSD11B1,3290,Steroid
hydroxysteroid (11-beta) dehydrogenase 1-like,HSD11B1L,374875,Steroid
hydroxysteroid (11-beta) dehydrogenase 2,HSD11B2,3291,Steroid
hydroxysteroid (17-beta) dehydrogenase 1,HSD17B1,3292,Steroid
hydroxysteroid (17-beta) dehydrogenase 10,HSD17B10,3028,Steroid
hydroxysteroid (17-beta) dehydrogenase 11,HSD17B11,51170,Steroid
hydroxysteroid (17-beta) dehydrogenase 12,HSD17B12,51144,Steroid
short-chain dehydrogenase/reductase 9,HSD17B13,345275,Steroid
hydroxysteroid (17-beta) dehydrogenase 14,HSD17B14,51171,Steroid
hydroxysteroid (17-beta) dehydrogenase 2,HSD17B2,3294,Steroid
hydroxysteroid (17-beta) dehydrogenase 3,HSD17B3,3293,Steroid
Hydroxysteroid (17-beta) dehydrogenase 4,HSD17B4,3295,Steroid
hydroxysteroid (17-beta) dehydrogenase 6 homolog (mouse),HSD17B6,8630,Steroid
hydroxysteroid (17-beta) dehydrogenase 8,HSD17B8,7923,Steroid
"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",HSD3B1,3283,Steroid
"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",HSD3B2,3284,Steroid
hydroxysteroid dehydrogenase like 1,HSDL1,83693,Steroid
hydroxysteroid dehydrogenase like 2,HSDL2,84263,Steroid
klotho,KL,9365,Steroid
klotho beta,KLB,152831,Steroid
"Lipase A, lysosomal acid, cholesterol esterase (Wolman disease)",LIPA,3988,Steroid
"lipase, hormone-sensitive",LIPE,3991,Steroid
sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1,SOAT1,6646,Steroid
sterol O-acyltransferase 2,SOAT2,8435,Steroid
"steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)",SRD5A1,6715,Steroid
"steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)",SRD5A2,6716,Steroid
steroid 5 alpha-reductase 2-like 2,SRD5A2L2,253017,Steroid
steroid 5 alpha-reductase 3,SRD5A3,79644,Steroid
acylglycerol kinase,AGK,55750,Sugar
"amylo-1, 6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III)",AGL,178,Sugar
"amylase, alpha 1A (salivary)",AMY1A,276,Sugar
"amylase, alpha 1B (salivary)",AMY1B,277,Sugar
"amylase, alpha 1C (salivary)",AMY1C,278,Sugar
"amylase, alpha 2A (pancreatic)",AMY2A,279,Sugar
"amylase, alpha 2B (pancreatic)",AMY2B,280,Sugar
Chromosome 9 ORF 103,C9ORF103,414328,Sugar
"crystallin, lambda 1",CRYL1,51084,Sugar
fucose-1-phosphate guanylyltransferase,FPGT,8790,Sugar
fucokinase,FUK,197258,Sugar
"glucosidase, alpha; acid (Pompe disease, glycogen storage disease type II)",GAA,2548,Sugar
galactokinase 1,GALK1,2584,Sugar
galactokinase 2,GALK2,2585,Sugar
Galactose mutarotase (aldose 1-epimerase),GALM,130589,Sugar
galactose-1-phosphate uridylyltransferase,GALT,2592,Sugar
glucose-fructose oxidoreductase domain containing 1,GFOD1,54438,Sugar
glucose-fructose oxidoreductase domain containing 2,GFOD2,81577,Sugar
glycerate kinase,GLYCTK,132158,Sugar
"GDP-mannose 4,6-dehydratase",GMDS,2762,Sugar
GDP-mannose pyrophosphorylase A,GMPPA,29926,Sugar
GDP-mannose pyrophosphorylase B,GMPPB,29925,Sugar
glyoxylate reductase/hydroxypyruvate reductase,GRHPR,9380,Sugar
Hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase),H6PD,9563,Sugar
hydroxypyruvate isomerase homolog (E. coli),HYI,81888,Sugar
ketohexokinase (fructokinase),KHK,3795,Sugar
"lactalbumin, alpha-",LALBA,3906,Sugar
lactase,LCT,3938,Sugar
lactase-like,LCTL,197021,Sugar
maltase-glucoamylase (alpha-glucosidase),MGAM,8972,Sugar
mannose phosphate isomerase,MPI,4351,Sugar
phosphomannomutase 1,PMM1,5372,Sugar
phosphomannomutase 2,PMM2,5373,Sugar
"phosphorylase, glycogen; brain",PYGB,5834,Sugar
"phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)",PYGL,5836,Sugar
"phosphorylase, glycogen; muscle (McArdle syndrome, glycogen storage disease type V)",PYGM,5837,Sugar
ribokinase,RBKS,64080,Sugar
sucrase-isomaltase (alpha-glucosidase),SI,6476,Sugar
sialic acid acetylesterase,SIAE,54414,Sugar
sorbitol dehydrogenase,SORD,6652,Sugar
trehalase (brush-border membrane glycoprotein),TREH,11181,Sugar
tissue specific transplantation antigen P35B,TSTA3,7264,Sugar
dermatan sulfate epimerase,DSE,29940,Sulfate
